Name,Address,City,Long,Lat,FACILITY_T,SHELTER_TY,Year_Built,Building,Risk_Capac,Risk_Squar
Horizon MS,2020 Ham Brown Rd,Kissimmee,-81.46392802,28.24360398,SHELTER,RISK,1995,2 Gym / Cafeteria,837,16741
Celebration K-8,510 Campus St,Celebration,-81.54478103,28.31969201,SHELTER,RISK,1996,7 Gymnasium,392,7844
Ventura ES,275 Waters Edge Dr,Kissimmee,-81.34392297,28.33457999,SHELTER,RISK,1988,3 Cafeteria,211,4210
Harmony HS,3601 Arthur J Gallagher Blvd,St. Cloud,-81.15285698,28.18822102,SHELTER,RISK,2002,2 Gym,1076,21517
Sunrise ES,1925 Ham Brown Rd,Kissimmee,-81.46106702,28.24772499,SHELTER,RISK,2009,1 Main,2394,47885
Discovery Intermediate School,5350 San Miguel Rd,Kissimmee,-81.49800599,28.16940499,SHELTER,RISK,1998,5 Classroom,681,13620
Westside K-8,2551 Westside Blvd,Kissimmee,-81.64700404,28.31888399,SHELTER,RISK,2008,2 Gymnasium,901,18012
Neptune ES,1200 Betsy Ross Ln,St. Cloud,-81.32686102,28.24753401,SHELTER,RISK,2007,1 Cafeteria,2714,54271
Poinciana ES,4201 Rhododendron Ave,Kissimmee,-81.50251201,28.16559902,SHELTER,RISK,2001,2 Classroom,300,6008
Poinciana ES,4201 Rhododendron Ave,Kissimmee,-81.50251201,28.16559902,SHELTER,RISK,2001,6 Classroom,299,5988
Narcoossee ES,2690 N Narcossee Rd,Kissimmee,-81.23391602,28.32632302,SHELTER,RISK,2008,1 Main / Cafeteria,2394,47881
Liberty HS,4250 Pleasant Hill Rd,Kissimmee,-81.443014,28.163532,SHELTER,RISK,2007,4 Gym,1080,21604
Harmony K-8,3365 Schoolhouse Rd,St. Cloud,-81.153952,28.201498,SHELTER,RISK,2007,1 Main,2308,46165
Denn John MS,2001 Denn John Ln,Kissimmee,-81.37779499,28.31069102,SHELTER,RISK,2001,5 Gym,349,6987
Parkway MS,857 Florida Pkwy,Kissimmee,-81.36844699,28.32805602,SHELTER,RISK,1995,12 Gym,309,6182
Westgate ES,1545 Loxahatchee Dr,W Palm Beach,-80.09148701,26.70014801,SHELTER,RISK,2001,1 Cafeteria,2222,44436
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,2 Cafeteria,391,7821
Forest Hill Community HS,6901 Parker Ave,W. Palm Beach,-80.06712199,26.65448198,SHELTER,RISK,2003,7 Guidance / Music / Auditorium,688,13754
Omni MS,5775 Jog Rd,Boca Raton,-80.14754401,26.39945302,SHELTER,RISK,1989,7 Classroom,233,4650
Boca Raton Community HS,1501 NW 15th Ct,Boca Raton,-80.11704997,26.36474,SHELTER,RISK,2002,3 Cafeteria,341,6819
Wellington Landings MS,1100 Aero Club Dr,Wellington,-80.28631287,26.66625788,SHELTER,RISK,1987,2 Science,249,4987
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,3 Classroom,343,6864
Atlantic Community HS,2455 W Atlantic Ave,Delray,-80.09823503,26.46261699,SHELTER,RISK,2003,2 Auditorium,742,14846
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,2 Gym,1223,24455
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,6 Classroom,628,12550
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,11 Classroom / P.E.,1101,22020
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,9 Storage,43,854
Carver MS,101 Barwick Rd,Delray Beach,-80.112827,26.46019298,SHELTER,RISK,1992,2 Classroom,235,4699
Bear Lakes MS,3505 Shenandoah Rd,W Palm Beach,-80.10815602,26.73383002,SHELTER,RISK,1986,2 Art,170,3392
Lakeshore MS,425 W Canal N St,Belle Grade,-80.672758,26.689978,SHELTER,RISK,1999,2 ESE,414,8274
Palm Beach Central HS,8499 Forest Hill Blvd,W Palm Beach,-80.1795783,26.65251118,SHELTER,RISK,2002,6 Classroom,830,16600
Odyssey MS,6161 Woolbright Rd,Boynton Beach,-80.14058803,26.51411201,SHELTER,RISK,2000,4 Gym,1003,20061
Christa McCauliffe MS,6500 Le Chalet Blvd,Boynton Beach,-80.14611598,26.55171201,SHELTER,RISK,1985,4 Classroom,223,4456
Independence MS,4001 Greenway Dr,Jupiter,-80.12169899,26.89839,SHELTER,RISK,2001,4 Gym,1085,21694
North Grade ES,824 N K St,Lake Worth,-80.05462902,26.62571801,SHELTER,RISK,2004,50 Classroom,253,5060
Christa McCauliffe MS,6500 Le Chalet Blvd,Boynton Beach,-80.14611598,26.55171201,SHELTER,RISK,1985,2 Classroom,221,4415
Watson B. Duncan MS,5150 117th Ct N,Palm Bch Gardens,-80.11500403,26.84747999,SHELTER,RISK,1989,6 Classroom,257,5131
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,4 Classroom,235,4696
Boynton Beach HS,4975 Park Ridge Blvd,Boynton Beach,-80.08349797,26.541169,SHELTER,RISK,1999,3 Cafeteria,383,7658
Atlantic Community HS,2455 W Atlantic Ave,Delray,-80.09823503,26.46261699,SHELTER,RISK,2003,7 Gym,899,17978
Forest Hill Community HS,6901 Parker Ave,W. Palm Beach,-80.06712199,26.65448198,SHELTER,RISK,2002,3 Cafeteria / Gym,1119,22372
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,3 Classroom,824,16483
Palm Beach Gardens Community HS,4245 Holly Dr,Palm Bch Gardens,-80.10165703,26.82475301,SHELTER,RISK,2005,3 Classroom,2153,43067
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,9 Cafeteria,333,6653
Omni MS,5775 Jog Rd,Boca Raton,-80.14754401,26.39945302,SHELTER,RISK,1989,4 Classroom,260,5203
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,9 Music,229,4588
Palm Beach Gardens Community HS,4245 Holly Dr,Palm Bch Gardens,-80.10165703,26.82475301,SHELTER,RISK,2005,4 Classroom,706,14125
Watson B. Duncan MS,5150 117th Ct N,Palm Bch Gardens,-80.11500403,26.84747999,SHELTER,RISK,1989,7 Classroom,238,4757
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,9 Auditorium,716,14316
Wm. T. Dwyer HS,13601 N Military Tr,Palm Bch Gardens,-80.10635399,26.87695802,SHELTER,RISK,1990,1 Clinic / Classroom,995,19905
Palm Beach Central HS,8499 Forest Hill Blvd,W Palm Beach,-80.1795783,26.65251118,SHELTER,RISK,2002,7 Classroom,1026,20514
Christa McCauliffe MS,6500 Le Chalet Blvd,Boynton Beach,-80.14611598,26.55171201,SHELTER,RISK,1985,3 Classroom,303,6052
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,10 Cafeteria,326,6512
Bear Lakes MS,3505 Shenandoah Rd,W Palm Beach,-80.10815602,26.73383002,SHELTER,RISK,1986,1 Admin,17,335
Boca Raton Community HS,1501 NW 15th Ct,Boca Raton,-80.11704997,26.36474,SHELTER,RISK,2002,4 Classroom,1578,31567
Lakeshore MS,425 W Canal N St,Belle Grade,-80.672758,26.689978,SHELTER,RISK,1999,3 Cafeteria,497,9930
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,10 Auditorium,613,12254
Frontier ES,6701 180th Ave N,Loxahatchee,-80.32899997,26.77624601,SHELTER,RISK,2000,1 Classroom,2249,44983
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,5 Science,1061,21211
Wellington Landings MS,1100 Aero Club Dr,Wellington,-80.28631287,26.66625788,SHELTER,RISK,1987,4 Science / Classroom,239,4773
Olympic Heights Community HS,20101 Lyons Rd,Boca Raton,-80.18827201,26.37683999,SHELTER,RISK,1990,4 Gym,920,18397
Watson B. Duncan MS,5150 117th Ct N,Palm Bch Gardens,-80.11500403,26.84747999,SHELTER,RISK,1989,3 Classroom,290,5797
Boca Raton Community HS,1501 NW 15th Ct,Boca Raton,-80.11704997,26.36474,SHELTER,RISK,2002,5 Classroom,1312,26230
Atlantic Community HS,2455 W Atlantic Ave,Delray,-80.09823503,26.46261699,SHELTER,RISK,2003,4 Classroom,1418,28350
Boynton Beach HS,4975 Park Ridge Blvd,Boynton Beach,-80.08349797,26.541169,SHELTER,RISK,1999,1 Admin / Clinic,102,2043
Hertiage ES,5100 Melaleuca Ln,Greenacres,-80.12410502,26.60669101,SHELTER,RISK,2000,1 Admin / Cafeteria,2230,44602
Bear Lakes MS,3505 Shenandoah Rd,W Palm Beach,-80.10815602,26.73383002,SHELTER,RISK,1986,4 Classroom,224,4479
Palm Beach Central HS,8499 Forest Hill Blvd,W Palm Beach,-80.1795783,26.65251118,SHELTER,RISK,2002,3 Cafeteria,364,7279
North Grade ES,824 N K St,Lake Worth,-80.05462902,26.62571801,SHELTER,RISK,1999,1 Cafeteria / Clinic,1966,39314
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,6 Classroom,540,10795
Lake Worth MS,1300 Barnett Dr,Lake Worth,-80.07066997,26.63278601,SHELTER,RISK,1989,2 Classroom / Art,272,5446
Glades Central Community HS,1001 SW Ave M,Belle Glade,-80.68122992,26.66757594,SHELTER,RISK,1993,4 Gym,894,17877
Lakeshore MS,425 W Canal N St,Belle Grade,-80.672758,26.689978,SHELTER,RISK,1999,4 Classroom,745,14895
Carver MS,101 Barwick Rd,Delray Beach,-80.112827,26.46019298,SHELTER,RISK,1992,6 Classroom,267,5331
Palm Beach Gardens Community HS,4245 Holly Dr,Palm Bch Gardens,-80.10165703,26.82475301,SHELTER,RISK,2005,1 Admin / Clinic / Classroom,1213,24262
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,6 Classroom,859,17189
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,6 Classroom,663,13256
Wm. T. Dwyer HS,13601 N Military Tr,Palm Bch Gardens,-80.10635399,26.87695802,SHELTER,RISK,1990,2 Classroom,1634,32681
Lake Worth MS,1300 Barnett Dr,Lake Worth,-80.07066997,26.63278601,SHELTER,RISK,1989,3 Classroom,304,6071
Dr. Mary McLeod Bethune ES,1501 Ave U,W Palm Beach,-80.08383903,26.77582901,SHELTER,RISK,2000,1 Cafeteria,2355,47108
Forest Hill Community HS,6901 Parker Ave,W. Palm Beach,-80.06712199,26.65448198,SHELTER,RISK,2002,4 Classroom,1355,27091
Olympic Heights Community HS,20101 Lyons Rd,Boca Raton,-80.18827201,26.37683999,SHELTER,RISK,1990,8 Classroom,889,17780
Olympic Heights Community HS,20101 Lyons Rd,Boca Raton,-80.18827201,26.37683999,SHELTER,RISK,1990,2 Classroom,1297,25937
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,4 Classroom,1293,25853
Discovery Key ES,3550 Lyons Rd,Lake Worth,-80.18759199,26.62341299,SHELTER,RISK,2000,1 Classroom,2320,46394
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,7 Classroom,718,14351
Christa McCauliffe MS,6500 Le Chalet Blvd,Boynton Beach,-80.14611598,26.55171201,SHELTER,RISK,1985,1 Classroom,289,5783
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,2 Auditorium / Gym,1227,24545
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,8 Classroom,568,11352
Wellington Landings MS,1100 Aero Club Dr,Wellington,-80.28631287,26.66625788,SHELTER,RISK,1987,1 Admin / ESE,271,5423
Boca Raton Community HS,1501 NW 15th Ct,Boca Raton,-80.11704997,26.36474,SHELTER,RISK,2003,2 Guidance / Music / Auditorium,719,14389
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,8 Music,174,3471
Atlantic Community HS,2455 W Atlantic Ave,Delray,-80.09823503,26.46261699,SHELTER,RISK,2003,6 Classroom,1256,25129
North Grade ES,824 North K Street,Lake Worth,-80.05462902,26.62571801,SHELTER,RISK,2002,99 Classroom,138,2760
Palm Beach Gardens Community HS,4245 Holly Dr,Palm Bch Gardens,-80.10165703,26.82475301,SHELTER,RISK,2005,5 Cafeteria / Gym,1970,39397
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,8 Classroom,172,3435
Palm Beach Central HS,8499 Forest Hill Blvd,W Palm Beach,-80.1795783,26.65251118,SHELTER,RISK,2002,5 Classroom / ESE,1123,22469
Forest Hill Community HS,6901 Parker Ave,W. Palm Beach,-80.06712199,26.65448198,SHELTER,RISK,2003,6 Classroom,1200,23998
Lake Worth MS,1300 Barnett Dr,Lake Worth,-80.07066997,26.63278601,SHELTER,RISK,1989,4 Classroom,297,5937
John I. Leonard HS,4701 10th Ave,Greenacres,-80.116364,26.63014399,SHELTER,RISK,2004,2 Cafeteria,354,7071
Boynton Beach HS,4975 Park Ridge Blvd,Boynton Beach,-80.08349797,26.541169,SHELTER,RISK,1999,6 Gym,963,19261
Omni MS,5775 Jog Rd,Boca Raton,-80.14754401,26.39945302,SHELTER,RISK,1989,3 Classroom / ESE,387,7738
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,10 Gym,1017,20336
Omni MS,5775 Jog Rd,Boca Raton,-80.14754401,26.39945302,SHELTER,RISK,1989,6 Classroom,233,4651
Carver MS,101 Barwick Rd,Delray Beach,-80.112827,26.46019298,SHELTER,RISK,1992,4 Classroom,276,5518
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,7 Mechanical,48,950
Bear Lakes MS,3505 Shenandoah Rd,W Palm Beach,-80.10815602,26.73383002,SHELTER,RISK,1986,3 Classroom,291,5810
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,5 Classroom,879,17578
Atlantic Community HS,2455 W Atlantic Ave,Delray,-80.09823503,26.46261699,SHELTER,RISK,2003,3 Cafeteria,436,8718
Palm Beach Central HS,8499 Forest Hill Blvd,W Palm Beach,-80.1795783,26.65251118,SHELTER,RISK,2002,2 Guidance / Music / Auditorium,718,14350
Lake Worth MS,1300 Barnett Dr,Lake Worth,-80.07066997,26.63278601,SHELTER,RISK,1989,1 Admin / Clinic,15,290
Wm. T. Dwyer HS,13601 N Military Tr,Palm Bch Gardens,-80.10635399,26.87695802,SHELTER,RISK,1990,8 Classroom,801,16020
Glades Central Community HS,1001 SW Ave M,Belle Glade,-80.68122992,26.66757594,SHELTER,RISK,1993,5 Cafeteria / Auditorium,649,12985
Wellington Landings MS,1100 Aero Club Dr,Wellington,-80.28631287,26.66625788,SHELTER,RISK,1987,3 Classroom,304,6082
Lakeshore MS,425 W Canal N St,Belle Grade,-80.672758,26.689978,SHELTER,RISK,2003,50 Classroom,179,3588
Palm Beach Gardens Community HS,4245 Holly Dr,Palm Bch Gardens,-80.10165703,26.82475301,SHELTER,RISK,2005,2 Art / Classroom / ESE,1346,26925
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,5 Science,917,18344
Watson B. Duncan MS,5150 117th Ct N,Palm Bch Gardens,-80.11500403,26.84747999,SHELTER,RISK,1989,4 Classroom,307,6143
Odessa ES,12810 Interlaken Rd,New Port Richey,-82.60208896,28.18554698,SHELTER,RISK,2009,4 Classroom,1509,30171
Thomas Weightman MS,30649 Wells Rd,Wesley Chapel,-82.30685797,28.255722,SHELTER,RISK,1990,8 Classroom,373,7459
Watergrass ES,32750 Overpass Rd,Wesley Chapel,-82.275225,28.26470798,SHELTER,RISK,2008,6 Classroom,269,5379
Double Branch ES,31500 Chancey Rd,Wesley Chapel,-82.29473002,28.21031299,SHELTER,RISK,2007,3 Cafeteria / Music,174,3471
Sunlake HS,3023 Sunlake Blvd,Land O'Lakes,-82.50832598,28.20131502,SHELTER,RISK,2007,6 Gym,682,13635
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,6 Cafeteria,494,9889
Wiregrass Ranch Sr HS,2909 Mansfield Blvd,Wesley Chapel,-82.32674504,28.18951301,SHELTER,RISK,2006,5 Cafeteria,46,933
Watergrass ES,32750 Overpass Rd,Wesley Chapel,-82.275225,28.26470798,SHELTER,RISK,2008,4 Classroom,349,6983
Thomas Weightman MS,30649 Wells Rd,Wesley Chapel,-82.30685797,28.255722,SHELTER,RISK,1990,3 Gym / Music,822,16443
Denham Oaks ES,1422 Oak Grove Blvd,Lutz,-82.411112,28.17720301,SHELTER,RISK,1994,6 Classroom / ESE,378,7564
Veterans ES,26940 Progress Pkwy,Wesley Chapel,-82.371665,28.23060101,SHELTER,RISK,2007,3 Classroom,317,6333
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,2 Classroom,199,3980
New River ES,4710 River Glen Blvd,Wesley Chapel,-82.27588499,28.22644899,SHELTER,RISK,2007,4 Classroom,787,15740
Sunlake HS,3023 Sunlake Blvd,Land O Lakes,-82.50832598,28.20131502,SHELTER,RISK,2007,5 Media,46,933
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,22 Media,162,3234
Pasco MS,13925 14th St,Dade City,-82.19619597,28.36081199,SHELTER,RISK,2010,1 Admin / Classroom,563,11264
Connerton ES,9300 Flourish Dr,Land O'Lakes,-82.45459002,28.292848,SHELTER,RISK,2009,1 Admin / Media,221,4424
Mill Creek Academy K-8,3750 Intl Golf Pwky,St. Johns,-81.49118203,29.96578401,SHELTER,RISK,2010,7 Classroom,856,17121
Cunningham Creek ES,1205 Roberts Rd,St. Johns,-81.61212904,30.07682398,SHELTER,RISK,1995,2 Classroom,195,3900
Pacetti Bay MS,245 Meadowlark Ln,St. Augustine,-81.50250497,29.94514001,SHELTER,RISK,2006,400 Classroom,460,9200
Julington Creek ES,2316 Race Track Rd,St. Johns,-81.60308798,30.11623599,SHELTER,RISK,2007,3 Cafeteria / Classroom,378,7567
Switzerland Point MS,778 Greenbriar Rd,St. Johns,-81.64844698,30.061791,SHELTER,RISK,1990,1B Cafeteria,462,9242
Pacetti Bay MS,245 Meadowlark Ln,St. Augustine,-81.50250497,29.94514001,SHELTER,RISK,2006,500A Gym,621,12429
W Douglas Hartley ES,260 Cacique Dr,St. Augustine,-81.31092803,29.78905099,SHELTER,RISK,2010,3 Classroom,471,9415
Osceola ES,1605 Osceola Elementary Rd,St. Augustine,-81.34071496,29.87181298,SHELTER,RISK,2011,6 Classroom,362,7234
Creekside HS,100 Knights Ln,St. Johns,-81.56262803,30.080703,SHELTER,RISK,2006,1 Cafeteria / Classroom,2500,50000
Switzerland Point MS,781 Greenbriar Rd,St. Johns,-81.64766719,30.06184408,SHELTER,RISK,1990,1E Classroom,733,14662
Oak Hammock K-8,1251 SW California Blvd,Port St Lucie,-80.38448901,27.27888301,SHELTER,RISK,2004,1 Classroom,1230,24602
Bayshore ES,1661 SW Bayshore Blvd,Port St Lucie,-80.363677,27.29130998,SHELTER,RISK,1987,1 Cafeteria / Classroom,1420,28397
Treasure Coast HS,1000 SW Darwin Blvd,Port St Lucie,-80.36434797,27.24471301,SHELTER,RISK,2005,3 Cafeteria / Auditorium / Gym,2148,42962
Samuel S Gaines K-8,2250 S Jenkins Rd,Fort Pierce,-80.38139399,27.42464599,SHELTER,RISK,2006,4 Cafeteria,512,10234
Mariposa ES,2620 SE Maripose Ave,Port St Lucie,-80.26922803,27.27002401,SHELTER,RISK,1990,3 Cafeteria,206,4125
Ft Pierce Central HS,4101 S 25th St,Fort Pierce,-80.35082703,27.39126401,SHELTER,RISK,2006,3 Gym / Cafeteria,1940,38807
Wesley Chapel HS,30651 Wells Rd,Wesley Chapel,-82.31109668,28.25528003,SHELTER,RISK,1998,7 Gymnasium,510,10206
Sunlake HS,3023 Sunlake Blvd,Land O Lakes,-82.50832598,28.20131502,SHELTER,RISK,2007,1 Admin,35,700
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,1 Classroom / Media,266,5313
Denham Oaks ES,1422 Oak Grove Blvd,Lutz,-82.411112,28.17720301,SHELTER,RISK,1994,3 Admin / Classroom,180,3606
Raymond B Stewart MS,38505 10th Ave,Zephyrhills,-82.179447,28.23957602,SHELTER,RISK,2006,12 Cafeteria,487,9740
Denham Oaks ES,1422 Oak Grove Blvd,Lutz,-82.411112,28.17720301,SHELTER,RISK,1994,1 Admin / Media,212,4230
Veterans ES,26940 Progress Pkwy,Wesley Chapel,-82.371665,28.23060101,SHELTER,RISK,2007,5 Classroom,262,5238
Watergrass ES,32750 Overpass Rd,Wesley Chapel,-82.275225,28.26470798,SHELTER,RISK,2008,1 Admin / Media,77,1542
Thomas Weightman MS,30649 Wells Rd,Wesley Chapel,-82.30685797,28.255722,SHELTER,RISK,1990,2 Classroom,323,6465
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,21 Gymnasium,1563,31253
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,5 Auditorium / Music,838,16752
Veterans ES,26940 Progress Pkwy,Wesley Chapel,-82.371665,28.23060101,SHELTER,RISK,2007,6 Classroom,241,4817
Pine View ES,5333 Parkway Blvd,Land O'Lakes,-82.42922504,28.233353,SHELTER,RISK,2003,4 Classroom,804,16080
Thomas Weightman MS,30649 Wells Rd,Wesley Chapel,-82.30685797,28.255722,SHELTER,RISK,1992,6 Classroom,335,6705
Double Branch ES,31500 Chancey Rd,Wesley Chapel,-82.29473002,28.21031299,SHELTER,RISK,2007,2 Library / Classroom / ESE,411,8210
Sunlake HS,3023 Sunlake Blvd,Land O'Lakes,-82.50832598,28.20131502,SHELTER,RISK,2007,7 Cafeteria,227,4538
Connerton ES,9300 Flourish Dr,Land O'Lakes,-82.45459002,28.292848,SHELTER,RISK,2009,2 Classroom,365,7308
Seven Oaks ES,27633 Mystic Oak Blvd,Wesley Chapel,-82.35978499,28.21120399,SHELTER,RISK,2005,4 Classroom,1325,26500
Wesley Chapel HS,30651 Wells Rd,Wesley Chapel,-82.31210998,28.25603598,SHELTER,RISK,1998,1 Admin,76,1521
Veterans ES,26940 Progress Pkwy,Wesley Chapel,-82.371665,28.23060101,SHELTER,RISK,2007,1 Admin / Media,67,1346
Double Branch ES,31500 Chancey Rd,Wesley Chapel,-82.29473002,28.21031299,SHELTER,RISK,2007,4 Classroom,758,15156
Wesley Chapel HS,30651 Wells Rd,Wesley Chapel,-82.31109668,28.25528003,SHELTER,RISK,1998,8 Auditorium,159,3184
Wesley Chapel HS,30651 Wells Rd,Wesley Chapel,-82.31109668,28.25528003,SHELTER,RISK,1998,6 Media,71,1410
Double Branch ES,31500 Chancey Rd,Wesley Chapel,-82.29473002,28.21031299,SHELTER,RISK,2007,1 Admin / Classroom,167,3338
Thomas Weightman MS,30649 Wells Rd,Wesley Chapel,-82.30685797,28.255722,SHELTER,RISK,1990,5 Media / Classroom,58,1163
Sunlake HS,3023 Sunlake Blvd,Land O'Lakes,-82.50832598,28.20131502,SHELTER,RISK,2007,3 Classroom,1128,22569
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,24 Classroom,105,2095
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,4 Classroom,156,3127
Connerton ES,9300 Flourish Dr,Land O'Lakes,-82.45459002,28.292848,SHELTER,RISK,2009,4 Classroom,348,6955
Wiregrass Ranch Sr HS,2909 Mansfield Blvd,Wesley Chapel,-82.32674504,28.18951301,SHELTER,RISK,2006,1 Admin,35,700
Longleaf ES,3253 Town Ave,New Port Richey,-82.64702502,28.207496,SHELTER,RISK,2005,4 Classroom,1325,26500
Connerton ES,9300 Flourish Dr,Land O'Lakes,-82.45459002,28.292848,SHELTER,RISK,2009,3 Cafeteria,305,6093
Sunlake HS,3023 Sunlake Blvd,Land O'Lakes,-82.50832598,28.20131502,SHELTER,RISK,2007,2 Music,176,3518
Watergrass ES,32750 Overpass Rd,Wesley Chapel,-82.275225,28.26470798,SHELTER,RISK,2008,3 Classroom,328,6561
Watergrass ES,32750 Overpass Rd,Wesley Chapel,-82.275225,28.26470798,SHELTER,RISK,2009,2 Cafeteria / Music,250,5001
Denham Oaks ES,1422 Oak Grove Blvd,Lutz,-82.411112,28.17720301,SHELTER,RISK,1994,2 Classroom,285,5708
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,7 Admin,119,2379
River Ridge MS/HS,11646 Town Center Rd,New Port Richey,-82.62167999,28.266193,SHELTER,RISK,1990,3 Classroom,469,9372
Wiregrass Ranch Sr HS,2909 Mansfield Blvd,Wesley Chapel,-82.32674504,28.18951301,SHELTER,RISK,2006,2 Music,176,3518
Connerton ES,9300 Flourish Dr,Land O'Lakes,-82.45459002,28.292848,SHELTER,RISK,2009,5 Classroom,431,8616
Veterans ES,26940 Progress Pkwy,Wesley Chapel,-82.371665,28.23060101,SHELTER,RISK,2007,4 Classroom,348,6968
