county_id,perc_dem_voters,,,,,,,,,,,,
17051,18.479910940188237,,,,,,,,,,,,
17107,29.593094944512938,,,,,,,,,,,,
17165,25.605949320602285,,,,,,,,,,,,
17097,62.27588775005647,,,,,,,,,,,,
17127,25.66200535554894,,,,,,,,,,,,
17017,30.82061069,,,,,,,,,,,,
18069,24.45121250430985,,,,,,,,,,,,
18181,27.59122759122759,,,,,,,,,,,,
18075,23.241221189815374,,,,,,,,,,,,
18145,25.63932417947016,,,,,,,,,,,,
18153,24.344188150158296,,,,,,,,,,,,
18157,50.31322739159171,,,,,,,,,,,,
18057,46.52668480921374,,,,,,,,,,,,
18005,36.59461294703486,,,,,,,,,,,,
18049,25.406730554936484,,,,,,,,,,,,
18113,24.71492973,,,,,,,,,,,,
18019,40.68462500660665,,,,,,,,,,,,
18063,37.73349072981043,,,,,,,,,,,,
18053,30.17923036373221,,,,,,,,,,,,
18071,22.81380919552421,,,,,,,,,,,,
18119,24.93303111477437,,,,,,,,,,,,
18183,24.766027140851666,,,,,,,,,,,,
18023,26.474990153603787,,,,,,,,,,,,
18161,21.495327102803742,,,,,,,,,,,,
18029,21.80667894610395,,,,,,,,,,,,
18093,24.127030444509288,,,,,,,,,,,,
18123,37.47075339260646,,,,,,,,,,,,
18129,29.27709918,,,,,,,,,,,,
18015,23.88829215896885,,,,,,,,,,,,
18045,20.930232558139533,,,,,,,,,,,,
18149,26.196124950573346,,,,,,,,,,,,
18055,23.385316036433892,,,,,,,,,,,,
19011,35.91314031180401,,,,,,,,,,,,
19061,48.395737055550306,,,,,,,,,,,,
19151,24.78087649,,,,,,,,,,,,
19177,23.36448598130841,,,,,,,,,,,,
19003,27.764705882352942,,,,,,,,,,,,
19009,31.780415430267052,,,,,,,,,,,,
19051,25.02470355731225,,,,,,,,,,,,
19093,24.118884797475015,,,,,,,,,,,,
19135,26.577909270216967,,,,,,,,,,,,
19167,16.063637331063106,,,,,,,,,,,,
19025,28.44427244582043,,,,,,,,,,,,
19033,46.676621160409546,,,,,,,,,,,,
19083,33.66515837104072,,,,,,,,,,,,
19117,28.04105699934484,,,,,,,,,,,,
19147,31.018991219113737,,,,,,,,,,,,
19087,33.418367346938766,,,,,,,,,,,,
19099,38.95378108951767,,,,,,,,,,,,
19157,43.150616294217855,,,,,,,,,,,,
19043,35.310286499629974,,,,,,,,,,,,
19017,41.71684638005881,,,,,,,,,,,,
19063,31.746031746031747,,,,,,,,,,,,
19081,27.66272189349113,,,,,,,,,,,,
19097,36.673948661933366,,,,,,,,,,,,
19111,40.00856321487552,,,,,,,,,,,,
19181,41.30477629590697,,,,,,,,,,,,
19123,25.807026930622435,,,,,,,,,,,,
19041,30.181405895691608,,,,,,,,,,,,
19055,32.067039106145245,,,,,,,,,,,,
13005,13.461124273099289,,,,,,,,,,,,
13025,9.089726918075423,,,,,,,,,,,,
13017,36.788680406028924,,,,,,,,,,,,
13033,49.099820906777275,,,,,,,,,,,,
13047,21.595688339200603,,,,,,,,,,,,
13053,43.11570782159018,,,,,,,,,,,,
13055,18.69328493647913,,,,,,,,,,,,
13073,36.891317240596095,,,,,,,,,,,,
13087,41.42832379961865,,,,,,,,,,,,
13115,29.19452481096983,,,,,,,,,,,,
13117,33.145886510897306,,,,,,,,,,,,
13137,17.638613861386137,,,,,,,,,,,,
13147,25.013865779256797,,,,,,,,,,,,
13185,43.91590988473629,,,,,,,,,,,,
13191,39.40856970428485,,,,,,,,,,,,
13199,39.654056054019044,,,,,,,,,,,,
13207,28.386428386428385,,,,,,,,,,,,
13237,29.372178209387517,,,,,,,,,,,,
13261,52.43153526970954,,,,,,,,,,,,
13265,60.91205211726384,,,,,,,,,,,,
13301,55.74952561669829,,,,,,,,,,,,
20193,16.644474034620508,,,,,,,,,,,,
19185,23.673070661022468,,,,,,,,,,,,
19163,51.63285066678402,,,,,,,,,,,,
20181,14.859287054409007,,,,,,,,,,,,
20127,25.55205047318612,,,,,,,,,,,,
20163,12.725225225225225,,,,,,,,,,,,
20025,13.658070678127984,,,,,,,,,,,,
20077,17.535184480791177,,,,,,,,,,,,
20111,44.50569643513414,,,,,,,,,,,,
20145,23.921130952380953,,,,,,,,,,,,
20033,14.189189189189188,,,,,,,,,,,,
20063,11.393273850377488,,,,,,,,,,,,
20079,39.85468722310828,,,,,,,,,,,,
20093,18.658280922431864,,,,,,,,,,,,
20113,29.32330827067669,,,,,,,,,,,,
5041,51.20650241300483,,,,,,,,,,,,
5049,20.716573258606886,,,,,,,,,,,,
5061,28.468238793286595,,,,,,,,,,,,
